ID,Question,Probability,Volume24h,TotalVolume,CloseTime
Lz6AyA0ALs,Educational Lottery,0.8400000000000003,9.999999999989795,9.999999999989795,1769489940000
NZqtI9tZU0,Daily market,0.5130728332653212,43.47448713915891,43.47448713915891,1769489940000
sPg68QLyAQ,AO: Pegula reaches Women semi-final,0.7538461538461539,75.0,75.0,1769485020000
t6psRh6gu9,Will the Seahawks beat the Patriots in the 2026 Superbowl?,0.6662404410862887,15584.00016744199,12471.48064392814,1770609600000
08Elun59E6,Will fatal ICE shooting in the US occur again before March 2026?,0.6999999999999997,437.0795474859417,422.81598463661066,1772323140000
8yZpLp2NcO,Will anyone in our house sleep with Eliezer Yudkowsky* by March?,0.8642798910258231,720.5541596785138,720.5541596785138,1772323140000
ss62dnACcl,Will I get banned for using my newly created  $100 Claude Max subscription on ClawdBot by February 15th?,0.29417034981607554,10632.147634480916,10632.147634480916,1771199940000
Ol2g9udgch,Will Manifold solve my puzzle [boring math edition],0.24713621625380747,117.56861209096546,111.70989310407523,1770589020000
pssQSSUC6P,Will Apple announce a foldable phone that is not branded as an iPhone by the end of 2026?,0.06340315876005384,3016.552998363172,3016.552998363172,1798761540000
hO6dIdRluC,Will publications be an important part of promotion packets for US academics in 2031?,0.7735798787829766,965.0,965.0,1956527940000
8LP8RUscPs,Will Russia capture Lyman in 2026?,0.5243757431629014,50.0,50.0,1798675140000
S8hq0PzhSA,Will the Libertarian Party candidate for President receive >1.5% popular vote in the 2028 US Election?,0.14999999999999994,166.38394865817074,166.3839486581707,1861919940000
y2sNUN0UNC,"U.S. HEV sales exceed 175,000 units in Jan 2026?",0.3331444985742122,1097.1853562536508,1097.1853562536508,1769903940000
hdNqANszg0,"Will consumer AI platforms (ChatGPT, Claude, Perplexity, etc) face an ‘economic blackout’ protest against the US govt?",0.11366246745845997,18344.094339080995,18374.094339080995,1785452340000
9zpPOC5pSz,"U.S. PHEV sales exceed 15,000 units in Jan 2026?",0.3212337828059124,858.3846396540945,858.3846396540946,1769903940000
Nt0ql0lZRR,Will Germany withdraw its gold from US vaults?,0.27076534837929667,951.0,951.0,1798761540000
Qt0tRA2dES,Kristi Noem impeached by the house in 2026?,0.13212162320315185,350.0,350.0,1798761540000
NuQE6EZ0dp,Dignitas beats Rebellion - Rocket League,0.4524886877828055,10.0,10.0,1769368081205
URQ85tCRQE,"If I get X premium, will it pay for itself after 6 months?",0.21720451906495297,1145.0,1145.0,1785002400000
scQ06uZQgE,Will Solana go up in the next 24 hours?,0.17353806513460807,282.1054439565755,282.1054439565755,1769449705975
26pSUESUS2,Will the college educated White vote swing toward the Republican presidential nominee in 2028 relative to 2024?,0.23526246259140676,100.81489611659099,100.814896116591,1861919940000
CLg8Rt59u9,Will Arthur Rock die in 2026?,0.47562425683709864,5.0,5.0,1798761540000
d2sZdNLQQs,Will Tesla increase fsd subscription price by eoy 2027?,0.7677543186180423,105.0,105.0,1830297540000
Ig2pCOz5Uc,Is the Alex Pretti gun image real?,0.9771170811083392,1837.536475269485,1780.3913645793089,1769529120000
ZqCnEtczyt,"Will the United States be in charge of at least part of Greenland by January 20, 2029?",0.21029786798494118,1075.0,1135.0,1863622800000
CpndZO2gAC,Will my parents allow Manifold to futarchy my course selections?,0.7467563642165266,399.32295087348524,514.3229508734852,1798728240000
SzI8NnyAtN,will i reach 1k followers on tiktok by the end of febuary,0.21012221149794055,50.0,117.0,1772323140000
qCAnZsnpy0,Internet shut down for over 24 hours in the US during Trump's second term?,0.026827267509511938,500.0,849.4891104865848,1863647940000
QI2ZsRUsdd,Will Revolut launch a US Dollar stablecoin in 2026? [Ṁ10k liquidity],0.43076911471437207,950.0,7073.252236050256,1798761540000
9lgcQ0hU9h,will ludwig get a sub 20 in mcsr ranked this month?,0.8412277388618289,0.0,206.2154854183744,1769351004495
uq6zgyhg0Z,"Will Kazakhstan experience mass mobilization, for any reasons, before end of 2026?",0.2032742812620983,144.0,994.0,1798709280000
eopA4MqhrE,"Will ""The truth behind the 2026 J.P. Morgan Healthc..."" make the top fifty posts in LessWrong's 2026 Annual Review?",0.10139695655956685,49.0,419.0,1832976000000
8uR8ddhN6A,Daily Coinflip,0.51,1348.8249495727528,2886.976013959299,1769489940000
qSg9OpSyl5,Will Stephen Miller leave the White House before 2 Jan 2027?,0.24999999999999994,556.6664747935353,1608.6664747935354,1798847940000
OO0yhyL2Qc,"To Lam to become the next president of Vietnam, in addition to being General Secretary",0.9205772571193316,120.0,260.5541596785133,1798675140000
L5Iq0hllQN,Will I be sued for defamation before the end of the decade?,0.15276446393040055,600.0,1455.0,1893455940000
LSZtSU9IQ2,Did Eyup Lovely get swatted?,0.32853725411207185,24.999999999999993,167.4744871391589,1785023940000
LlLqsL8g5L,Will a DHS agent die while on duty in Minneapolis before 2026-03-01?,0.20807918409886986,51.0,106.0,1772323140000
05P9LI9u8z,"Will Bitcoin exceed $93,000 USD at 18:00 UTC on January 25, 2026?",0.010000000000000012,20.78556519307732,936.5585674927748,1769364000000
ERPz0clI9d,Educational Lottery,0.04468446787689732,139.00000000001793,1198.00000000005,1769400022590
LcttNQcQgN,Government shutdown for more than 5 days in Q1 2026?,0.6,6013.235793766788,13271.066338391138,1775001540000
0zQIu2I0Qz,Daily market,0.3999999999999999,0.0,22.47448713915891,1769403540000
tph8QUgsUg,Magna Carta repealed by 2049?,0.6571743372248182,0.0,58.55415967851334,2493071940000
ZRO2t5uApn,Confrontation between ICE and Minnesota police,0.23107073689180183,428.0,1226.172321469548,1775006160000
sqn8NlL2pI,Trump eliminates federal income tax in 2026?,0.0250378001487712,11.0,7216.0,1798761540000
cqcSp5ZC9h,Russia joins the Board of Peace by March 31?,0.33471158120343597,10.0,440.0,1774915140000
AuqpLuS682,Resolves to % at market close,0.5147750982580426,0.0,130.00000000000006,1769918400000
2gSzlS5Z9h,will nintendo switch online be shut off before 2030,0.3902439024390245,0.0,25.0,1893455940000
zgpsAu5ts0,"Will a government agent kill another American citizen before February 28, 2026?",0.64,692.3709910316235,1089.066409146545,1772236740000
IcIlttzIuC,Will LLMs be banned at the 2027 MIT Mystery Hunt?,0.19075543455017188,145.0,1591.0,1801442520000
QcR0QP8ZLU,Xhekaj va-t-il se battre?,0.3378378378378378,0.0,40.0,1769387340000
qSUAPnCUs5,Montembeault va tu avoir un taux d'arrêt de 90% ou plus?,0.31959641048329046,0.0,65.0,1769387100000
A9Oc6RsqEC,Le Canadien gagne tu à soère?,0.03226986682277179,0.0,610.0,1769385540000
uqg05lltZ6,Will OpenAI ship a hardware device in 2026?,0.29000000000000004,110.40558703007592,374.91992302316294,1798761540000
hZzlglSCAE,ICE agent murdered on duty by end of 2026?,0.5032857016207374,483.48446729266686,769.3968903928518,1798761540000
A80qP89LZq,Will Screeps be the subject of a lawsuit for distributing malware by the end of 2027?,0.1351187017795133,0.0,1530.0,1830297540000
sptNtOd59d,Will Screeps fix the RCE vulnerability in their client by the end of 2026?,0.9559003045853729,4025.0,4575.0,1769373729297
9gtE2uL6Sh,"Will ""The Secret Agent"" win an Oscar?",0.3979584303959538,11.0,70.73879131610637,1775001540000
2dtQQIZpEu,Will I regret purchasing the golden glow around my pfp?,0.37992494467407845,0.0,48.0,1798752540000
szOggc5cAy,Will Amanda Askell have a Wikipedia page throughout December 2026?,0.7833635107264053,2183.4167567002073,5599.515595595021,1798761540000
s829Z0ApyQ,Snowfall in Darien CT Sunday Jan 25 >9 inches?,0.977850332465412,1830.8331899712196,1868.8331899712196,1769385540000
88z2A2S95C,"How many House seats will the Republicans flip in 2026? [linear, 0-100]",0.1456199320542135,0.0,30.0,1793681940000
2UntqNc6Ot,"How many House seats will the Democrats flip in 2026? [linear, 0-100]",0.2398636432524355,0.0,25.0,1793681940000
dyuQpLZLN8,Ka Ying Rising wins Centenary Sprint Cup?,0.99,0.0,8747.748893655858,1769324987901
uIcNZug5yy,"How many House seats will flip in 2026? [linear, 0-100]",0.36,0.0,0.0,1793663940000
N8Ph6CpLhI,Will I be hired by Siemens Armenia?,0.710473186999402,50.0,97.47448713915891,1771188360000
qOszO65jLz,Do you like 15% odds?,0.14630497129807737,266.8706948421279,302.7180886619452,1769889840000
cn22El0QnP,"Will Ann Arbor Public Schools close on Monday January 26, 2026?",0.5436324620749264,0.0,32.0,1769414400000
Li3Aw7sDLX,"Will ""Does Pentagon Pizza Theory Work?"" make the top fifty posts in LessWrong's 2026 Annual Review?",0.14086178152845644,0.0,1.0,1832976000000
50RSEPRuhZ,Will the US Senate block or reduce DHS/ICE funding in January?,0.8212880905523763,4211.67925101652,7581.26963959063,1769903940000
9cA0nqPChg,Will the highest price of Bitcoin in 2026 be on Haloween or earlier?,0.5029151653054936,0.0,87.47448713915891,1798761540000
n6g2Os02Eg,will trump die before halloween ends?,0.06066161014330738,0.0,415.5541596785133,1793487540000
cLnh0SU2sU,Will Alex Honnold free solo Taipei 101 in January 2026?,0.99,0.0,1274.3674931322425,1769349871195
l29pEUZ8c0,"Will the ""Person in Pink POV"" Minneapolis shooting video be public within 2 days of the incident?",0.99,0.0,1027.4874371066194,1769283184257
dZSy2dpPQR,Will qwerttiger pass his final exam for jat?,0.99,0.0,1222.8270469370916,1769286363608
U6hpSdEyzl,Will the US government try to go after the family of the recent ICE shooting victim?,0.2,500.0,2679.7868575538614,1771873320000
yRsRE0SEds,"If Manifest is the weekend of my middle school graduation, will I be able to convince my dad to go?",0.19859574523468312,1.0,3685.9497484264857,1771894740000
q6s2ZQIIII,Will we fully interpret a GPT-2 level language model by 2028?,0.20073732123417415,1211.1882230782521,51766.894916850535,1830297540000
NUAZtLZ5tt,DHS funding bill passes senate 60 vote threshold?,0.23382038674807284,25.0,170.0,1769903940000
PC6IspyhtP,Will I lose power in the coming snowstorm in southern Oklahoma?,0.0962628234750596,225.0,395.0,1769440572476
hEs5EdCL0Z,Will JD Vance be the 48th (next) President?,0.33367179575581213,10.0,897.0722953825785,1863604740000
qO6cAgn6S0,Will the US government blame the ICE shooting victim from the 24th of January for their own death?,0.9637433915933611,0.0,3550.0,1769280758309
S6ItCSyttE,Will any one of the ICE members involved in the shooting today face any consequences at all?,0.2744318201265138,8803.80266202001,10378.306361242898,1771870620000
QAp8ysy2ES,Will joe get in,0.5,0.0,0.0,1798779540000
L9dgAQsNqN,Newzaland won the match against India third t20i,0.04027965149135539,3000.0,4026.0,1769363580000
IZtLy9t2CN,Will @JDVance1 resolve a market incorrectly before June?,0.46555819477434673,0.0,30.0,1780271940000
tUdEgqhQUq,Is this a skill issue?,0.39066070519981816,0.0,59.0,1769362680000
sSpy2CRgAS,Will my flight from Miami to Chicago on Sunday be delayed or canceled,0.41561856774604083,0.0,21.0,1769288111847
8OPOLO8tgy,Will there be a major outbreak of avian flu before the end of 2027?,0.4713260427114882,0.0,25.0,1830297540000
2EqdgqSN5c,Will we have benign ASI by 2040?,0.3999999999999999,0.0,22.47448713915891,1769274838846
S0I0nEnIQp,Will Ethereum go up in the next 24 hours?,0.17396032468185027,0.0,197.0,1769360250022
tdQlSn8UnR,Will I regret switching to public high school?,0.13828973134223577,975.3748338336123,6378.150375366387,1798729800000
0I5tlEA9ln,AFC U23 Final: China vs. Japan [Polymarket],0.009999999999999972,0.0,915.0881934118039,1769294825823
OzCIQ9OIl2,Will Trump tariff Canada 100%,0.06999999999999999,309.21517830227003,472.10096908002805,1798761540000
UQLUyRgpCE,Will they grade the homeworks till their deadline?,0.15604692379103716,3.0,423.0,1769900340000
p22ZZ2ZtuU,Will OPM Close Government  Buildings on Tuesday?,0.5523060636306784,111.0,456.0,1769463000000
6QQstLSULp,Will Don Lemon face criminal charges by the end of February?,0.27179150009525976,0.0,760.0,1772323140000
RscznSP9IS,"Will gold go over $5000 on January 24th 2026, by 11:59 PM, Central European Time (UTC+1)?",0.502261877553759,0.0,20.554159678513336,1769249904165
ZeWewFEefC,"Will ""Pretraining on Aligned AI Data Dramatically R..."" make the top fifty posts in LessWrong's 2026 Annual Review?",0.13247319001698776,51.0,167.28,1832976000000
P969chLzhC,Will Jimmy Fallon make a metacomment about his “stockbroker spooning with Zohran Mamdani” joke again by end of February?,0.4930440686572491,0.0,55.0,1772323140000
d2A8UURCCq,Will Jimmy Fallon repeat his “stockbroker spooning with Zohran Mamdani” joke again by end of February?,0.5938823965527767,0.0,305.0,1772323140000
PPASOELCR5,2026 AO Learner Tien beats Daniil Medvedev,0.4836109618484689,0.0,40.0,1769324580000
hRuQI8pOqh,Will Starfleet Academy end the season with higher than a 5.0 on IMDB?,0.4180503438675309,0.0,379.3542655759893,1773183540000
lzth9Zh5IZ,Will OpenRouter add a provider from a new country in 2026?,0.5919869898017924,0.0,40.55415967851334,1798761540000
6qAzSR0S0t,Republicans win a 2026 US Senate election in a state Kamala won?(excluding maine),0.16000000000000006,0.0,1719.83389146369,1798761540000
OCtyc8QOt8,Republicans win a 2026 US Senate election in a state Kamala won?(excluding Maine),0.058001612444825955,0.0,3030.0,1769235844122
nNClqdSlE5,Republicans win a 2026 US Senate election in a state Kamala won?,0.3179687295017333,50.0,172.66,1798761540000
UA0QzA6lUt,"Democrats win Iowa, Texas or both in the 2026 US Senate elections?",0.4416862448607445,0.0,263.44104960468496,1793750400000
2q9EQuPAn0,Well Written wins Karaka Million?,0.9899999999999999,0.0,8949.87437106621,1769234400000
9LRnl09SA9,Will Singaporean  Farhanna Farid break the female deadlift world record in the 52kg class this year (2026)?,0.7538461538461535,0.0,75.0,1798761540000
2h2nhqyQq0,will there be a Substack TV app for Fire TV?,0.40678053162808137,0.0,98.55415967851334,1780201680000
Uy2NAc5Sqd,Will transit measure on the ballot pass?,0.7446614444766936,25.0,104.77590464523881,1798761600000
cuC9Lh8gUL,Educational Lottery,0.13998600117286555,0.0,11.999991922293379,1769314362743
U686Zn96Ih,Will we see the transit funding initiative on the ballot?,0.73,0.0,78.6735069130966,1793750340000
hc0Rs6uZRs,Daily market,0.3999999999999999,0.0,22.47448713915891,1769317140000
uA5p9Eu9Iu,Will I win my next League of Legends match as Riven versus Volibear?,0.5,0.0,0.0,1769228754415
EElOEzPPSc,Will Republicans have a house majority after the 2028 elections?,0.47,0.0,0.0,1769226778503
8zIcyA5sdn,Will I get an A in my diffeq class?,0.4904424985606854,0.0,83.0,1780271940000
AZstduSdAL,"Will JD Vances next Baby have Donald, John or Trump in their name?",0.08000000000000008,0.0,5263.413858798956,1798761540000
QgqUyPyEhC,Will the eventual Best Picture winner also win Best Director at the 2026 Oscars?,0.6500000000000001,0.0,36.277028773849395,1773619140000
zSl88LZQgN,"Will Alex Honnold successfully free solo Taipei 101 on January 24, 2026?",0.9905392149094004,0.0,54498.6790624016,1769317140000
pycUE9P0sO,"Will Yellowstone the Western announce another season by February 1st, 2026",0.22889312697131944,0.0,409.99999999999994,1769903940000
c5ALsLAduS,"The next time the AI Safety Clock moves, will it move further away from midnight?",0.21987646410296904,0.0,258.2160271836928,1800748740000
Lts6N2uNzO,Will Winter Storm Fern of January 2026 have any confirmed deaths?,0.99,788.5132766231153,983.0422896572923,1769382896635
QhEc5gpZdR,"Bitcoin in USD on random day in 2026, resolves to first 2 leading digits as PROB",0.572532000164225,19.0,306.1969561432383,1798761540000
5lNn0Qg0nt,"Will PLTR close at or above $170 on EOD Jan 30, 2026?",0.5179531023645592,50.0,764.9999999999991,1769731140000
ChnCR0tAAu,Will Sanji and Zoro split the sky fighting each other in a funny gag?,0.812020510633439,0.0,100.0,1800662340000
RLt6pQItOu,"Will there be a tsunami somewhere in the world by May 15, 2026?",0.775097931314675,0.0,303.49218092838515,1778803140000
h5UNdtgAs6,"Will my power go out during this winter storm? (Springfield, MO)",0.03721285175979685,177.19922347316154,343.5389537204053,1769463360000
6gcRglzhA2,"By 2040, will there be a one-world government WITH a one-world currency?",0.07726294977001057,20.0,2726.112533571151,2208988740000
lCEREIqnzh,Will anyone interfere with Alex Honnold's Taipei 101 free solo?,0.010122804748525146,227.0,2821.435611563683,1769373960000
Etp9QE2htU,Will Polio make a comeback in the US in 2026?,0.24780085354436995,0.0,1163.4900000000002,1798761540000
z06Ay2c2Ry,Can AI grow corn?,0.7600000000000001,0.0,230.0,1798790340000
sSpP0USAP2,Loren Healy will win Koh26 last Saturday race,0.3378378378378378,0.0,40.0,1770508740000
N0QsQ8g8uz,"If I have a snow day on Monday, will I have a snow day on Tuesday?",0.6281432620355453,0.0,165.74738334272038,1769558340000
UQPPguptl8,Will someone clog up Chocolate Thunder like Tony Pellegrino at KOH26?,0.790501604626772,0.0,94.25,1769903940000
Zn58CNPpQ2,Paul Wolff Wins Last Saturday Race at KOH26,0.4524886877828055,0.0,10.0,1769903940000
suEPQnys5z,Tesla sells humanoid robots to the public in 2027,0.3583892062302954,0.0,852.8341150729135,1830556740000
5CsPEc9qZt,Will a Golf Cart (UTV) win the over-all @ KOH26 on the last Saturday.,0.4524886877828055,0.0,10.0,1770508740000
hQqyZRdpR6,"Will a new, never before King be crowned @ KOH26 Saturday.",0.6494306279740126,0.0,119.44,1769903940000
tPEPdOyN9P,Will a driver receive a penalty who is sponsored by a major event sponsor at any KOH26  Sat 02/07/2026?,0.47562425683709864,0.0,5.0,1783036740000
ZQhgSnlQn8,Will driver be “kicked off” the lake bed @ koh26?,0.5,0.0,0.0,1770595140000
Q2ytURuhZ5,Will Dave Cole get angry at any KOH 26 Driver's meetings?,0.8519448839838927,0.0,139.88,1770595140000
n98Nz5RNRq,Will America be a failed state by 2050?,0.44553562753337,1.0,496.6808452394963,2524607940000
0gCns08A8R,Will Bitcoin go up in the next 24 hours?,0.010000000000000004,0.0,1015.9328994305077,1769273849704
d62l22NPZZ,Will I get a girlfriend before I get an award on USAMO?,0.03194040789110709,0.0,10328.0,1774223940000
uI9cq2COuA,Will I win my next League of Legends match as Shyvana versus Sejuani?,0.5,0.0,0.0,1769184384985
uC8hu5552p,hourly coinflip,0.5,0.0,0.0,1769181055833
Sl989s6APl,hourly coinflip,0.5,0.0,0.0,1769181025832
QddynC5C0h,hourly coinflip,0.5,0.0,0.0,1769180995832
u225PnAN9U,hourly coinflip,0.5,0.0,0.0,1769180965830
ht6sRAs9yN,hourly coinflip,0.5,0.0,0.0,1769180935829
Z6ALhAp0st,hourly coinflip,0.5,0.0,0.0,1769180905644
l5NNEA6RNs,hourly coinflip,0.5,0.0,0.0,1769180750363
2tcNuZu6SZ,It is revealed that trump is actually dead for more than a week.,0.0655235348209326,30.0,23323.070381414636,1893507780000
OgA9qZR5qP,Will my High School have a Snow Day on Monday?,0.6930953779695324,0.0,148.8032955201975,1769371534065
CANgP95C8C,Daily market,0.5901639344262296,0.0,22.0,1769230740000
sdOgd8RtEg,Will Bad Bunny wear a dress during the Super Bowl Half Time Show?,0.6068989519946778,2.0,350.98975873261867,1770595140000
6COSAnu0UL,Will my sibling text me back by January 24th at 12:00am.,0.010000000000000094,0.0,966.5202692103219,1769241600000
hntddnANpA,"Will Bitcoin exceed $93,000 USD at 18:00 UTC on January 23, 2026?",0.01185439483907068,0.0,813.0,1769191200000
hRnz26Achl,Will Vani do drama before coming for the hang tonight?,0.5600000000000002,0.0,69.91138351341552,1769212740000
2yUQ95Ippl,Will the US Storm Prediction Center issue a Tornado Watch between 12 AM EST 1/25/26 and 11:59 PM 1/31/26?,0.4098360655737705,0.0,20.0,1769360015886
P8ydInqcqR,Gold above $6k in 2026?,0.470920293131914,730.0469418113059,1450.2026941243698,1798761540000
d2cdZ9hQSz,Test victor.j 111,0.5475113122171946,0.0,10.0,1771775940000
ucCRZy0Nd9,reliable online casino,0.5,0.0,0.0,1769755380000
0hQ52qgQEI,Daily Coinflip,0.49999999999999983,0.0,5804.894752904546,1769317140000
S0lzONUhEL,Hassabis's Isomorphic Labs will get a drug to FDA stage 3 or better by mid 2031,0.5399999999999999,0.0,180.0,1940630340000
gNhluUC285,"This market resolves YES, but NO if and only if [conditions in description]",0.5938097955621193,0.0,1539.9999999999998,1769182261942
uy8P59s50c,Will I win my next League of Legends match as Riven versus Volibear?,0.5,0.0,0.0,1769139428934
gh0L6ZZy6n,Will Astra's Rocket 4 Launch in 2026?,0.15,0.0,0.0,1798761540000
dEOCupCSO8,Will the Texas grid (ERCOT) enter emergency mode in early 2026?,0.11806621229212057,761.4789746979603,1862.832980074578,1775001540000
ZgddLngRPn,Educational Lottery,0.09625414105193958,0.0,98.00000000010185,1769230607322
l5qzhQsOCz,Will brassygirl's question be (re-)resolved by a mod?,0.010000000000000021,219.7849242150737,1664.627332343279,1769386560000
8S8PuQCZ2R,Will Tesla sell Optimus robots to the public by the end of 2027?,0.05874825213669714,0.0,22.0,1830297540000
gZslUzZELy,Will I workout 11 times in January 2026?,0.7499999999999999,4.4996022994930405,185.94533885317222,1769903940000
hUAp06hzqz,Will Chicago have fewer than 400 homicides in 2026?,0.3710170330868491,0.0,115.00000000000003,1798761540000
qnA9U0Elyg,Daily market,0.48361096184846886,0.0,40.0,1769144340000
t0quns59OR,Will I have recovered from my illness (currently sore throat) on Jan 27 AM?,0.7,2263.296247954852,9513.993736007422,1769500800000
7ZH4oppNnT,"Will ""Why AIs aren't power-seeking yet"" make the top fifty posts in LessWrong's 2026 Annual Review?",0.14,0.0,0.0,1832976000000
gqtc9d8Pn9,Will Zack Polanski stand in the Gorton and Denton by-election?,0.04999999999999997,0.0,669.8339854796457,1771701600000
6sZS8d2n9E,Will Timo Kielich win 3 or more races in the 2026 UCI Professional Cycling Season?,0.23458885816961592,5.0,65.0,1793487540000
EhIZC9LQ2s,Will Missouri State University cancel all classes/go remote all day on January 26?,0.9874493435249821,7000.0,8027.4168487728075,1769387118552
dsCzzpOC2p,Will I win my next League of Legends match as Riven versus Jayce?,0.5,0.0,0.0,1769108751463
UcCRsqlENO,Will I win my next League of Legends match as Shyvana versus Dr. Mundo?,0.5,0.0,0.0,1769106419911
c6ZLUhnE86,New GitHub CEO announced by end of March 2026?,0.21691973969631229,0.0,90.0,1775001540000
lzShqQhq2u,Will Aj Styles Retire at the 2026 royal rumble?,0.6106613459993468,0.0,350.0,1769990340000
EtRtt5Szgn,Will I win my next League of Legends match as Kha'Zix versus Nasus?,0.5,0.0,0.0,1769104241547
06c5RnNREU,Will Donald Trump attend the superbowl,0.10574693952438224,72.47461800576251,1854.0476471382642,1770508740000
AOEQuczqqy,My girlfriend's referred shoulder pain after surgery will be worse on day 3 than day-of.,0.23567134599963027,0.0,182.73349615451718,1769212215256
qQqQIynqhA,Will Andy Burnham stand in the Gorton and Denton by-election?,0.044032745175673044,88.44471652198727,1733.6393739077646,1777648680000
6nUEI0uqSN,Will Canada sign a binding procurement contract for the Saab Gripen fighter before the end of 2026?,0.3161759976508107,110.0,2472.0,1798761540000
PNO68PypAz,Will there be any deaths in the upcoming Artemis Mission to the Moon? (READ DESC),0.05,0.0,0.0,1769097176423
tIsSEztAPq,Will Trump openly condemn or complain about Green Day's pre-Super Bowl show?,0.841727260401067,0.0,573.6812396643068,1769292670090
ysN9O9CNuc,Will my school have a snow day tomorrow?,0.9443067371725969,0.0,4370.0,1769102743072
z6ChpPlgP0,Will OPM Close Govt Buildings on Monday?,0.9862516455496907,0.0,10001.0,1769256741646
ZuNqPPzpnQ,Will the 2026-27 CFP be won by a conference champion?,0.6460428833205142,0.0,351.0,1800331200000
pdIdlqp0C8,Will it be easy to get a license as a Designated Contract Market through the CFTC in 2030?,0.04705882352941178,0.0,350.0,1924991940000
dEZ5ILclEd,Will the US Industrial Production index in December 2026 be higher than in September 2018?,0.4098360655737705,0.0,20.0,1798761540000
dZcznh5uup,[EASY BOUNTY] Will Manifold read my blog?,0.728643025436631,0.0,207.74211431687795,1769345760000
R5putE0NtS,Sussan Ley out before Liberal-National coalition reunites?,0.6711409395973155,0.0,675.0,1775001540000
slhEt8O5SU,"Will the Amazon stock be higher on February 19, 2026 than on January 27, 2026?",0.5381803562549017,2309.762090596353,1818.2819633148388,1771545540000
rhAPh3YzhP,"Will ""Lies, Damned Lies, and Proofs: Formal Methods..."" make the top fifty posts in LessWrong's 2026 Annual Review?",0.14,0.0,0.0,1832976000000
5EzINpSOdR,Will Jesse James West have more than 10 million subscribers by 31/12/2026,0.8,0.0,100.0,1798675140000
NOnysOglEQ,test K,0.8543995402472095,0.0,199.03620184060125,1769183940000
AAypIuuqZ8,Liberal-National Coalition back together before Parliament sits?,0.09628256132917631,0.0,2199.0,1770076740000
mLvxxoNjDq,"Will ""Claude's new constitution"" make the top fifty posts in LessWrong's 2026 Annual Review?",0.2400000000000001,97.20437109624501,97.20437109624501,1832976000000
yphuEs2sPh,Will the Spanish ex-president José Luis Rodríguez Zapatero be tried because of his involvement with Maduro’s government?,0.3760640869000198,0.0,35.44763454866931,1896047940000
ccOnpIRyg2,Will i watch 100 movies this year?,0.4215416379903647,0.0,40.0,1798761540000
EPQhnyhL8u,Will I win my next League of Legends match as Kha'Zix versus Bel'Veth?,0.5,0.0,0.0,1769058688387
QsulPNLA9y,Will Neutron Launch before Christmas?,0.8832116788321166,100.0,175.0,1798156740000
2hSslCud5n,Will I win my next League of Legends match as Kha'Zix versus Jax?,0.5,0.0,0.0,1769057974338
EQENyUqzPE,1,0.5,0.0,0.0,1769056845906
ydcs5zAZ0Z,Will Carlos Alcaraz win Roland Garros?,0.46555819477434685,0.0,30.0,1780876740000
